,Prov,Con_ACT,Sex,Age,Measure,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39
1667,ON,Yes,ALL,ALL,events,,3.0,1.0,4.0,5.0,4.0,4.0,3.0,3.0,,1.0,4.0,1.0,1.0,2.0,,1.0,,2.0,2.0,1.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,
1668,ON,Yes,ALL,ALL,censored,,2.0,4.0,2.0,3.0,3.0,,3.0,3.0,1.0,2.0,,,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,,,1.0,,2.0,2.0,1.0,,,,2.0,,1.0,,
1693,ON,Yes,F,ALL,Tx,56.0,54.0,50.0,45.0,42.0,38.0,35.0,31.0,27.0,26.0,26.0,25.0,25.0,22.0,18.0,17.0,17.0,15.0,13.0,12.0,11.0,11.0,9.0,6.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,
1694,ON,Yes,F,ALL,events,,1.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,,,1.0,,1.0,2.0,,,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,
1695,ON,Yes,F,ALL,censored,,1.0,3.0,1.0,1.0,2.0,,2.0,2.0,1.0,,,,2.0,2.0,1.0,,2.0,1.0,,,,,1.0,2.0,,,1.0,,1.0,1.0,,,,,1.0,,,,
1723,ON,Yes,M,ALL,Tx,45.0,42.0,41.0,40.0,35.0,32.0,31.0,29.0,27.0,27.0,24.0,21.0,20.0,20.0,20.0,19.0,18.0,18.0,16.0,14.0,12.0,11.0,8.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,
1724,ON,Yes,M,ALL,events,,2.0,,,3.0,2.0,1.0,1.0,1.0,,1.0,3.0,1.0,,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
1725,ON,Yes,M,ALL,censored,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,2.0,,,,,1.0,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,,1.0,,
1726,Prairies,ALL,ALL,30-34,Tx,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Prairies,ALL,ALL,30-34,events,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Prairies,ALL,ALL,30-34,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Prairies,ALL,ALL,35-39,Tx,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
1730,Prairies,ALL,ALL,35-39,events,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Prairies,ALL,ALL,35-39,censored,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1732,Prairies,ALL,ALL,40-44,Tx,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
1733,Prairies,ALL,ALL,40-44,events,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1734,Prairies,ALL,ALL,40-44,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Prairies,ALL,ALL,45-49,Tx,11.0,10.0,9.0,7.0,7.0,7.0,6.0,6.0,5.0,4.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Prairies,ALL,ALL,45-49,events,,1.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Prairies,ALL,ALL,45-49,censored,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Prairies,ALL,ALL,50-54,Tx,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Prairies,ALL,ALL,50-54,events,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Prairies,ALL,ALL,50-54,censored,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Prairies,ALL,ALL,55-59,Tx,9.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,
1742,Prairies,ALL,ALL,55-59,events,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1743,Prairies,ALL,ALL,55-59,censored,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,
1744,Prairies,ALL,ALL,60-64,Tx,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Prairies,ALL,ALL,60-64,events,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Prairies,ALL,ALL,60-64,censored,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Prairies,ALL,ALL,65+,Tx,3.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Prairies,ALL,ALL,65+,events,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Prairies,ALL,ALL,65+,censored,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Prairies,ALL,ALL,ALL,Tx,40.0,33.0,31.0,26.0,25.0,24.0,22.0,22.0,20.0,16.0,10.0,9.0,9.0,8.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,
1751,Prairies,ALL,ALL,ALL,events,,3.0,2.0,4.0,,,1.0,,2.0,3.0,5.0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
1752,Prairies,ALL,ALL,ALL,censored,,4.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,
1753,Prairies,ALL,F,30-34,Tx,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Prairies,ALL,F,30-34,events,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Prairies,ALL,F,30-34,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Prairies,ALL,F,35-39,Tx,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
1757,Prairies,ALL,F,35-39,events,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Prairies,ALL,F,35-39,censored,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1759,Prairies,ALL,F,40-44,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
1760,Prairies,ALL,F,40-44,events,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1761,Prairies,ALL,F,40-44,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Prairies,ALL,F,45-49,Tx,9.0,8.0,7.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Prairies,ALL,F,45-49,events,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Prairies,ALL,F,45-49,censored,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Prairies,ALL,F,50-54,Tx,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Prairies,ALL,F,50-54,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Prairies,ALL,F,50-54,censored,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Prairies,ALL,F,55-59,Tx,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Prairies,ALL,F,55-59,events,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Prairies,ALL,F,55-59,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Prairies,ALL,F,60-64,Tx,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Prairies,ALL,F,60-64,events,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Prairies,ALL,F,60-64,censored,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Prairies,ALL,F,65+,Tx,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Prairies,ALL,F,65+,events,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Prairies,ALL,F,65+,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Prairies,ALL,F,ALL,Tx,21.0,16.0,14.0,11.0,10.0,9.0,8.0,8.0,7.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
1778,Prairies,ALL,F,ALL,events,,3.0,2.0,2.0,,,1.0,,1.0,1.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1779,Prairies,ALL,F,ALL,censored,,2.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1780,Prairies,ALL,M,35-39,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Prairies,ALL,M,35-39,events,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Prairies,ALL,M,35-39,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Prairies,ALL,M,40-44,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1784,Prairies,ALL,M,40-44,events,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Prairies,ALL,M,40-44,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Prairies,ALL,M,45-49,Tx,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Prairies,ALL,M,45-49,events,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Prairies,ALL,M,45-49,censored,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Prairies,ALL,M,50-54,Tx,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Prairies,ALL,M,50-54,events,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Prairies,ALL,M,50-54,censored,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Prairies,ALL,M,55-59,Tx,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,
1793,Prairies,ALL,M,55-59,events,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1794,Prairies,ALL,M,55-59,censored,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,
1795,Prairies,ALL,M,60-64,Tx,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Prairies,ALL,M,60-64,events,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Prairies,ALL,M,60-64,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Prairies,ALL,M,65+,Tx,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Prairies,ALL,M,65+,events,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Prairies,ALL,M,65+,censored,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Prairies,ALL,M,ALL,Tx,19.0,17.0,17.0,15.0,15.0,15.0,14.0,14.0,13.0,10.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,
1802,Prairies,ALL,M,ALL,events,,,,2.0,,,,,1.0,2.0,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1803,Prairies,ALL,M,ALL,censored,,2.0,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,
1804,Prairies,No,ALL,30-34,Tx,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Prairies,No,ALL,30-34,events,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Prairies,No,ALL,30-34,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Prairies,No,ALL,35-39,Tx,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
1808,Prairies,No,ALL,35-39,events,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Prairies,No,ALL,35-39,censored,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1810,Prairies,No,ALL,40-44,Tx,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
1811,Prairies,No,ALL,40-44,events,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1812,Prairies,No,ALL,40-44,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Prairies,No,ALL,45-49,Tx,7.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Prairies,No,ALL,45-49,events,,,1.0,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Prairies,No,ALL,45-49,censored,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Prairies,No,ALL,50-54,Tx,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Prairies,No,ALL,50-54,events,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Prairies,No,ALL,50-54,censored,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Prairies,No,ALL,55-59,Tx,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,
1820,Prairies,No,ALL,55-59,events,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1821,Prairies,No,ALL,55-59,censored,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,
1822,Prairies,No,ALL,60-64,Tx,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Prairies,No,ALL,60-64,events,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Prairies,No,ALL,60-64,censored,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Prairies,No,ALL,65+,Tx,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Prairies,No,ALL,65+,events,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Prairies,No,ALL,65+,censored,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Prairies,No,ALL,ALL,Tx,34.0,28.0,26.0,23.0,22.0,21.0,20.0,20.0,18.0,14.0,9.0,8.0,8.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,
1829,Prairies,No,ALL,ALL,events,,2.0,2.0,3.0,,,,,2.0,3.0,5.0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
1830,Prairies,No,ALL,ALL,censored,,4.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,
1855,Prairies,No,F,ALL,Tx,18.0,14.0,12.0,10.0,9.0,8.0,8.0,8.0,7.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
1856,Prairies,No,F,ALL,events,,2.0,2.0,2.0,,,,,1.0,1.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1857,Prairies,No,F,ALL,censored,,2.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1879,Prairies,No,M,ALL,Tx,16.0,14.0,14.0,13.0,13.0,13.0,12.0,12.0,11.0,8.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,
1880,Prairies,No,M,ALL,events,,,,1.0,,,,,1.0,2.0,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1881,Prairies,No,M,ALL,censored,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,
1882,Prairies,Null,ALL,45-49,Tx,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Prairies,Null,ALL,45-49,events,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,Prairies,Null,ALL,45-49,censored,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,Prairies,Null,ALL,65+,Tx,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,Prairies,Null,ALL,65+,events,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,Prairies,Null,ALL,65+,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,Prairies,Null,ALL,ALL,Tx,5.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Prairies,Null,ALL,ALL,events,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,Prairies,Null,ALL,ALL,censored,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Prairies,Null,F,ALL,Tx,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,Prairies,Null,F,ALL,events,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,Prairies,Null,F,ALL,censored,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Prairies,Null,M,ALL,Tx,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,Prairies,Null,M,ALL,events,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,Prairies,Null,M,ALL,censored,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,Prairies,Yes,ALL,55-59,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1907,Prairies,Yes,ALL,55-59,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,Prairies,Yes,ALL,55-59,censored,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1909,Prairies,Yes,ALL,ALL,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1910,Prairies,Yes,ALL,ALL,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Prairies,Yes,ALL,ALL,censored,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1915,Prairies,Yes,M,ALL,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1916,Prairies,Yes,M,ALL,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,Prairies,Yes,M,ALL,censored,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1918,QC,ALL,ALL,18-19,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,QC,ALL,ALL,18-19,events,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,QC,ALL,ALL,18-19,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,QC,ALL,ALL,20-24,Tx,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
1922,QC,ALL,ALL,20-24,events,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,QC,ALL,ALL,20-24,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
1924,QC,ALL,ALL,25-29,Tx,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1925,QC,ALL,ALL,25-29,events,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,QC,ALL,ALL,25-29,censored,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,QC,ALL,ALL,30-34,Tx,12.0,11.0,10.0,9.0,9.0,7.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
1928,QC,ALL,ALL,30-34,events,,1.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1929,QC,ALL,ALL,30-34,censored,,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,
1930,QC,ALL,ALL,35-39,Tx,17.0,14.0,12.0,10.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1931,QC,ALL,ALL,35-39,events,,2.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
1932,QC,ALL,ALL,35-39,censored,,1.0,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0
1933,QC,ALL,ALL,40-44,Tx,34.0,29.0,26.0,24.0,22.0,20.0,17.0,16.0,15.0,13.0,13.0,11.0,10.0,8.0,7.0,7.0,7.0,6.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
