index	Prov	Con_ACT	Sex	Age	variable	Stay	Months_stayed
1029	ON	Yes	M	50-54	M31		31
1030	ON	Yes	M	50-54	M31		31
1031	ON	Yes	M	50-54	M31		31
1032	ON	Yes	M	50-54	M31		31
1033	ON	Yes	M	50-54	M31		31
1034	ON	Yes	M	50-54	M31		31
1035	ON	Yes	M	50-54	M31		31
1036	ON	Yes	M	55-59	M31	1.0	31
1037	ON	Yes	M	55-59	M31	1.0	31
1038	ON	Yes	M	55-59	M31		31
1039	ON	Yes	M	55-59	M31	0.0	31
1040	ON	Yes	M	55-59	M31	0.0	31
1041	ON	Yes	M	55-59	M31	0.0	31
1042	ON	Yes	M	55-59	M31	0.0	31
1043	ON	Yes	M	55-59	M31	0.0	31
1044	ON	Yes	M	55-59	M31	0.0	31
1045	ON	Yes	M	55-59	M31	0.0	31
1046	ON	Yes	M	55-59	M31	0.0	31
1047	ON	Yes	M	55-59	M31	0.0	31
1048	ON	Yes	M	60-64	M31		31
1049	ON	Yes	M	65+	M31		31
1050	ON	Yes	M	65+	M31		31
1051	ON	Yes	M	65+	M31		31
1052	ON	Yes	M	65+	M31		31
1053	ON	Yes	M	65+	M31		31
1054	Prairies	No	F	30-34	M31		31
1055	Prairies	No	F	35-39	M31		31
1056	Prairies	No	F	35-39	M31		31
1057	Prairies	No	F	35-39	M31		31
1058	Prairies	No	F	35-39	M31		31
1059	Prairies	No	F	40-44	M31		31
1060	Prairies	No	F	45-49	M31		31
1061	Prairies	No	F	45-49	M31		31
1062	Prairies	No	F	45-49	M31		31
1063	Prairies	No	F	45-49	M31		31
1064	Prairies	No	F	45-49	M31		31
1065	Prairies	No	F	45-49	M31		31
1066	Prairies	No	F	50-54	M31		31
1067	Prairies	No	F	55-59	M31		31
1068	Prairies	No	F	55-59	M31		31
1069	Prairies	No	F	60-64	M31		31
1070	Prairies	No	F	60-64	M31		31
1071	Prairies	No	F	65+	M31		31
1072	Prairies	No	M	35-39	M31		31
1073	Prairies	No	M	40-44	M31		31
1074	Prairies	No	M	45-49	M31		31
1075	Prairies	No	M	50-54	M31		31
1076	Prairies	No	M	50-54	M31		31
1077	Prairies	No	M	50-54	M31		31
1078	Prairies	No	M	55-59	M31	1.0	31
1079	Prairies	No	M	55-59	M31		31
1080	Prairies	No	M	55-59	M31	0.0	31
1081	Prairies	No	M	55-59	M31	0.0	31
1082	Prairies	No	M	55-59	M31	0.0	31
1083	Prairies	No	M	55-59	M31	0.0	31
1084	Prairies	No	M	60-64	M31		31
1085	Prairies	No	M	60-64	M31		31
1086	Prairies	No	M	60-64	M31		31
1087	Prairies	No	M	65+	M31		31
1088	Prairies		F	45-49	M31		31
1089	Prairies		F	45-49	M31		31
1090	Prairies		F	45-49	M31		31
1091	Prairies		M	45-49	M31		31
1092	Prairies		M	65+	M31		31
1093	Prairies	Yes	M	55-59	M31		31
1094	QC	No	F	30-34	M31	1.0	31
1095	QC	No	F	30-34	M31	0.0	31
1096	QC	No	F	30-34	M31	0.0	31
1097	QC	No	F	30-34	M31	0.0	31
1098	QC	No	F	30-34	M31	0.0	31
1099	QC	No	F	35-39	M31	0.0	31
1100	QC	No	F	35-39	M31	0.0	31
1101	QC	No	F	35-39	M31	0.0	31
1102	QC	No	F	35-39	M31	0.0	31
1103	QC	No	F	40-44	M31	0.0	31
1104	QC	No	F	40-44	M31	0.0	31
1105	QC	No	F	40-44	M31	0.0	31
1106	QC	No	F	40-44	M31	0.0	31
1107	QC	No	F	40-44	M31	0.0	31
1108	QC	No	F	40-44	M31	0.0	31
1109	QC	No	F	40-44	M31	0.0	31
1110	QC	No	F	40-44	M31	0.0	31
1111	QC	No	F	40-44	M31	0.0	31
1112	QC	No	F	40-44	M31	0.0	31
1113	QC	No	F	40-44	M31	0.0	31
1114	QC	No	F	40-44	M31	0.0	31
1115	QC	No	F	40-44	M31	0.0	31
1116	QC	No	F	40-44	M31	0.0	31
1117	QC	No	F	40-44	M31	0.0	31
1118	QC	No	F	45-49	M31	1.0	31
1119	QC	No	F	45-49	M31	1.0	31
1120	QC	No	F	45-49	M31	1.0	31
1121	QC	No	F	45-49	M31	0.0	31
1122	QC	No	F	45-49	M31	0.0	31
1123	QC	No	F	45-49	M31	0.0	31
1124	QC	No	F	45-49	M31	0.0	31
1125	QC	No	F	45-49	M31	0.0	31
1126	QC	No	F	45-49	M31	0.0	31
1127	QC	No	F	45-49	M31	0.0	31
1128	QC	No	F	45-49	M31	0.0	31
1129	QC	No	F	45-49	M31	0.0	31
1130	QC	No	F	45-49	M31	0.0	31
1131	QC	No	F	45-49	M31	0.0	31
1132	QC	No	F	45-49	M31	0.0	31
1133	QC	No	F	45-49	M31	0.0	31
1134	QC	No	F	45-49	M31	0.0	31
1135	QC	No	F	45-49	M31	0.0	31
1136	QC	No	F	45-49	M31	0.0	31
1137	QC	No	F	45-49	M31	0.0	31
1138	QC	No	F	45-49	M31	0.0	31
1139	QC	No	F	45-49	M31	0.0	31
1140	QC	No	F	45-49	M31	0.0	31
1141	QC	No	F	45-49	M31	0.0	31
1142	QC	No	F	45-49	M31	0.0	31
1143	QC	No	F	45-49	M31	0.0	31
1144	QC	No	F	45-49	M31	0.0	31
1145	QC	No	F	50-54	M31		31
1146	QC	No	F	50-54	M31		31
1147	QC	No	F	50-54	M31		31
1148	QC	No	F	50-54	M31		31
1149	QC	No	F	50-54	M31		31
1150	QC	No	F	50-54	M31		31
1151	QC	No	F	50-54	M31		31
1152	QC	No	F	50-54	M31		31
1153	QC	No	F	50-54	M31		31
1154	QC	No	F	50-54	M31		31
1155	QC	No	F	50-54	M31		31
1156	QC	No	F	50-54	M31		31
1157	QC	No	F	50-54	M31		31
1158	QC	No	F	50-54	M31		31
1159	QC	No	F	50-54	M31		31
1160	QC	No	F	50-54	M31		31
1161	QC	No	F	50-54	M31		31
1162	QC	No	F	50-54	M31		31
1163	QC	No	F	50-54	M31		31
1164	QC	No	F	50-54	M31		31
1165	QC	No	F	50-54	M31		31
1166	QC	No	F	50-54	M31		31
1167	QC	No	F	50-54	M31		31
1168	QC	No	F	55-59	M31	1.0	31
1169	QC	No	F	55-59	M31	1.0	31
1170	QC	No	F	55-59	M31	1.0	31
1171	QC	No	F	55-59	M31	0.0	31
1172	QC	No	F	55-59	M31	0.0	31
1173	QC	No	F	55-59	M31	0.0	31
1174	QC	No	F	55-59	M31	0.0	31
1175	QC	No	F	55-59	M31	0.0	31
1176	QC	No	F	55-59	M31	0.0	31
1177	QC	No	F	55-59	M31	0.0	31
1178	QC	No	F	55-59	M31	0.0	31
1179	QC	No	F	55-59	M31	0.0	31
1180	QC	No	F	55-59	M31	0.0	31
1181	QC	No	F	55-59	M31	0.0	31
1182	QC	No	F	55-59	M31	0.0	31
1183	QC	No	F	55-59	M31	0.0	31
1184	QC	No	F	55-59	M31	0.0	31
1185	QC	No	F	55-59	M31	0.0	31
1186	QC	No	F	55-59	M31	0.0	31
1187	QC	No	F	55-59	M31	0.0	31
1188	QC	No	F	55-59	M31	0.0	31
1189	QC	No	F	55-59	M31	0.0	31
1190	QC	No	F	55-59	M31	0.0	31
1191	QC	No	F	55-59	M31	0.0	31
1192	QC	No	F	55-59	M31	0.0	31
1193	QC	No	F	55-59	M31	0.0	31
1194	QC	No	F	55-59	M31	0.0	31
1195	QC	No	F	55-59	M31	0.0	31
1196	QC	No	F	55-59	M31	0.0	31
1197	QC	No	F	55-59	M31	0.0	31
1198	QC	No	F	60-64	M31	1.0	31
1199	QC	No	F	60-64	M31	1.0	31
1200	QC	No	F	60-64	M31	0.0	31
1201	QC	No	F	60-64	M31	0.0	31
1202	QC	No	F	60-64	M31	0.0	31
1203	QC	No	F	60-64	M31	0.0	31
1204	QC	No	F	60-64	M31	0.0	31
1205	QC	No	F	60-64	M31	0.0	31
1206	QC	No	F	60-64	M31	0.0	31
1207	QC	No	F	60-64	M31	0.0	31
1208	QC	No	F	60-64	M31	0.0	31
1209	QC	No	F	60-64	M31	0.0	31
1210	QC	No	F	60-64	M31	0.0	31
1211	QC	No	F	60-64	M31	0.0	31
1212	QC	No	F	60-64	M31	0.0	31
1213	QC	No	F	60-64	M31	0.0	31
1214	QC	No	F	60-64	M31	0.0	31
1215	QC	No	F	60-64	M31	0.0	31
1216	QC	No	F	60-64	M31	0.0	31
1217	QC	No	F	60-64	M31	0.0	31
1218	QC	No	F	60-64	M31	0.0	31
1219	QC	No	F	60-64	M31	0.0	31
1220	QC	No	F	60-64	M31	0.0	31
1221	QC	No	F	60-64	M31	0.0	31
1222	QC	No	F	65+	M31		31
1223	QC	No	F	65+	M31		31
1224	QC	No	F	65+	M31		31
1225	QC	No	M	25-29	M31		31
1226	QC	No	M	30-34	M31		31
1227	QC	No	M	30-34	M31		31
1228	QC	No	M	30-34	M31		31
1229	QC	No	M	30-34	M31		31
1230	QC	No	M	35-39	M31		31
1231	QC	No	M	35-39	M31		31
1232	QC	No	M	35-39	M31		31
1233	QC	No	M	35-39	M31		31
1234	QC	No	M	40-44	M31		31
1235	QC	No	M	40-44	M31		31
1236	QC	No	M	40-44	M31		31
1237	QC	No	M	40-44	M31		31
1238	QC	No	M	40-44	M31		31
1239	QC	No	M	40-44	M31		31
1240	QC	No	M	40-44	M31		31
1241	QC	No	M	40-44	M31		31
1242	QC	No	M	40-44	M31		31
1243	QC	No	M	45-49	M31	1.0	31
1244	QC	No	M	45-49	M31	0.0	31
1245	QC	No	M	45-49	M31	0.0	31
1246	QC	No	M	45-49	M31	0.0	31
1247	QC	No	M	45-49	M31	0.0	31
1248	QC	No	M	45-49	M31	0.0	31
1249	QC	No	M	45-49	M31	0.0	31
1250	QC	No	M	45-49	M31	0.0	31
1251	QC	No	M	45-49	M31	0.0	31
1252	QC	No	M	50-54	M31	1.0	31
1253	QC	No	M	50-54	M31	1.0	31
1254	QC	No	M	50-54	M31	1.0	31
1255	QC	No	M	50-54	M31		31
1256	QC	No	M	50-54	M31	0.0	31
1257	QC	No	M	50-54	M31	0.0	31
1258	QC	No	M	50-54	M31	0.0	31
1259	QC	No	M	50-54	M31	0.0	31
1260	QC	No	M	50-54	M31	0.0	31
1261	QC	No	M	50-54	M31	0.0	31
1262	QC	No	M	50-54	M31	0.0	31
1263	QC	No	M	50-54	M31	0.0	31
1264	QC	No	M	50-54	M31	0.0	31
1265	QC	No	M	50-54	M31	0.0	31
1266	QC	No	M	50-54	M31	0.0	31
1267	QC	No	M	50-54	M31	0.0	31
1268	QC	No	M	50-54	M31	0.0	31
1269	QC	No	M	50-54	M31	0.0	31
1270	QC	No	M	50-54	M31	0.0	31
1271	QC	No	M	50-54	M31	0.0	31
1272	QC	No	M	55-59	M31	1.0	31
1273	QC	No	M	55-59	M31	1.0	31
1274	QC	No	M	55-59	M31	0.0	31
1275	QC	No	M	55-59	M31	0.0	31
1276	QC	No	M	55-59	M31	0.0	31
1277	QC	No	M	55-59	M31	0.0	31
1278	QC	No	M	55-59	M31	0.0	31
1279	QC	No	M	55-59	M31	0.0	31
1280	QC	No	M	55-59	M31	0.0	31
1281	QC	No	M	55-59	M31	0.0	31
1282	QC	No	M	55-59	M31	0.0	31
1283	QC	No	M	55-59	M31	0.0	31
1284	QC	No	M	55-59	M31	0.0	31
1285	QC	No	M	55-59	M31	0.0	31
1286	QC	No	M	55-59	M31	0.0	31
1287	QC	No	M	55-59	M31	0.0	31
1288	QC	No	M	55-59	M31	0.0	31
1289	QC	No	M	55-59	M31	0.0	31
1290	QC	No	M	55-59	M31	0.0	31
1291	QC	No	M	55-59	M31	0.0	31
1292	QC	No	M	55-59	M31	0.0	31
1293	QC	No	M	55-59	M31	0.0	31
1294	QC	No	M	55-59	M31	0.0	31
1295	QC	No	M	55-59	M31	0.0	31
1296	QC	No	M	55-59	M31	0.0	31
1297	QC	No	M	55-59	M31	0.0	31
1298	QC	No	M	55-59	M31	0.0	31
1299	QC	No	M	55-59	M31	0.0	31
1300	QC	No	M	60-64	M31	1.0	31
1301	QC	No	M	60-64	M31		31
1302	QC	No	M	60-64	M31	0.0	31
1303	QC	No	M	60-64	M31	0.0	31
1304	QC	No	M	60-64	M31	0.0	31
1305	QC	No	M	60-64	M31	0.0	31
1306	QC	No	M	60-64	M31	0.0	31
1307	QC	No	M	60-64	M31	0.0	31
1308	QC	No	M	60-64	M31	0.0	31
1309	QC	No	M	60-64	M31	0.0	31
1310	QC	No	M	60-64	M31	0.0	31
1311	QC	No	M	60-64	M31	0.0	31
1312	QC	No	M	60-64	M31	0.0	31
1313	QC	No	M	60-64	M31	0.0	31
1314	QC	No	M	60-64	M31	0.0	31
1315	QC	No	M	60-64	M31	0.0	31
1316	QC	No	M	60-64	M31	0.0	31
1317	QC	No	M	60-64	M31	0.0	31
1318	QC	No	M	60-64	M31	0.0	31
1319	QC	No	M	65+	M31		31
1320	QC	No	M	65+	M31		31
1321	QC	No	M	65+	M31		31
1322	QC	No	M	65+	M31		31
1323	QC	No	M	65+	M31		31
1324	QC	No	M	65+	M31		31
1325	QC	No	M	65+	M31		31
1326	QC	No	M	65+	M31		31
1327	QC	No	M	65+	M31		31
1328	QC	No	M	65+	M31		31
1329	QC	No	M	65+	M31		31
1330	QC	No	M	65+	M31		31
1331	QC	No	M	65+	M31		31
1332	QC		F	20-24	M31		31
1333	QC		F	25-29	M31		31
1334	QC		F	30-34	M31		31
1335	QC		F	30-34	M31		31
1336	QC		F	35-39	M31		31
1337	QC		F	35-39	M31		31
1338	QC		F	40-44	M31	1.0	31
1339	QC		F	40-44	M31	0.0	31
1340	QC		F	40-44	M31	0.0	31
1341	QC		F	40-44	M31	0.0	31
1342	QC		F	40-44	M31	0.0	31
1343	QC		F	50-54	M31		31
1344	QC		F	50-54	M31		31
1345	QC		F	50-54	M31		31
1346	QC		F	50-54	M31		31
1347	QC		F	55-59	M31		31
1348	QC		F	55-59	M31		31
1349	QC		F	55-59	M31		31
1350	QC		F	55-59	M31		31
1351	QC		F	55-59	M31		31
1352	QC		F	60-64	M31		31
1353	QC		F	60-64	M31		31
1354	QC		F	60-64	M31		31
1355	QC		M	30-34	M31		31
1356	QC		M	35-39	M31	1.0	31
1357	QC		M	35-39	M31	1.0	31
1358	QC		M	40-44	M31		31
1359	QC		M	40-44	M31		31
1360	QC		M	45-49	M31	1.0	31
1361	QC		M	45-49	M31	0.0	31
1362	QC		M	45-49	M31	0.0	31
1363	QC		M	50-54	M31	1.0	31
1364	QC		M	50-54	M31	0.0	31
1365	QC		M	50-54	M31	0.0	31
1366	QC		M	50-54	M31	0.0	31
1367	QC		M	50-54	M31	0.0	31
1368	QC		M	55-59	M31		31
1369	QC		M	55-59	M31		31
1370	QC		M	60-64	M31		31
1371	QC		M	60-64	M31		31
1372	QC		M	60-64	M31		31
1373	QC		M	60-64	M31		31
1374	QC		M	60-64	M31		31
1375	QC		M	60-64	M31		31
1376	QC		M	60-64	M31		31
1377	QC		M	60-64	M31		31
1378	QC		M	65+	M31		31
1379	QC	Yes	F	18-19	M31		31
1380	QC	Yes	F	20-24	M31		31
1381	QC	Yes	F	25-29	M31		31
1382	QC	Yes	F	25-29	M31		31
1383	QC	Yes	F	35-39	M31	1.0	31
1384	QC	Yes	F	35-39	M31	0.0	31
1385	QC	Yes	F	35-39	M31	0.0	31
1386	QC	Yes	F	35-39	M31	0.0	31
1387	QC	Yes	F	40-44	M31		31
1388	QC	Yes	F	45-49	M31	1.0	31
1389	QC	Yes	F	45-49	M31	0.0	31
1390	QC	Yes	F	45-49	M31	0.0	31
1391	QC	Yes	F	45-49	M31	0.0	31
1392	QC	Yes	F	45-49	M31	0.0	31
1393	QC	Yes	F	50-54	M31	1.0	31
1394	QC	Yes	F	50-54	M31	0.0	31
1395	QC	Yes	F	50-54	M31	0.0	31
1396	QC	Yes	F	50-54	M31	0.0	31
1397	QC	Yes	F	50-54	M31	0.0	31
1398	QC	Yes	F	50-54	M31	0.0	31
1399	QC	Yes	F	50-54	M31	0.0	31
1400	QC	Yes	F	50-54	M31	0.0	31
1401	QC	Yes	F	55-59	M31	1.0	31
1402	QC	Yes	F	55-59	M31		31
1403	QC	Yes	F	55-59	M31	0.0	31
1404	QC	Yes	F	55-59	M31	0.0	31
1405	QC	Yes	F	55-59	M31	0.0	31
1406	QC	Yes	F	60-64	M31	1.0	31
1407	QC	Yes	F	60-64	M31	0.0	31
1408	QC	Yes	F	60-64	M31	0.0	31
1409	QC	Yes	F	60-64	M31	0.0	31
1410	QC	Yes	F	60-64	M31	0.0	31
1411	QC	Yes	F	60-64	M31	0.0	31
1412	QC	Yes	F	60-64	M31	0.0	31
1413	QC	Yes	F	65+	M31		31
1414	QC	Yes	M	35-39	M31		31
1415	QC	Yes	M	40-44	M31		31
1416	QC	Yes	M	40-44	M31		31
1417	QC	Yes	M	45-49	M31		31
1418	QC	Yes	M	45-49	M31		31
1419	QC	Yes	M	45-49	M31		31
1420	QC	Yes	M	50-54	M31	0.0	31
1421	QC	Yes	M	50-54	M31	0.0	31
1422	QC	Yes	M	50-54	M31	0.0	31
1423	QC	Yes	M	50-54	M31	0.0	31
1424	QC	Yes	M	55-59	M31		31
1425	QC	Yes	M	55-59	M31		31
1426	QC	Yes	M	55-59	M31		31
1427	QC	Yes	M	55-59	M31		31
1428	QC	Yes	M	55-59	M31		31
1429	QC	Yes	M	60-64	M31	1.0	31
1430	QC	Yes	M	60-64	M31	0.0	31
1431	QC	Yes	M	60-64	M31	0.0	31
1432	QC	Yes	M	65+	M31		31
1433	QC	Yes	M	65+	M31		31
1434		No	F	35-39	M31		31
1435		No	F	60-64	M31		31
1436		No	F	65+	M31		31
1437		No	M	25-29	M31		31
1438		No	M	45-49	M31		31
1439		Yes	F	50-54	M31		31
1440		Yes	F	50-54	M31		31
0	AB	No	F	18-19	M32		32
1	AB	No	F	25-29	M32		32
2	AB	No	F	30-34	M32		32
3	AB	No	F	30-34	M32		32
4	AB	No	F	35-39	M32		32
5	AB	No	F	35-39	M32		32
6	AB	No	F	35-39	M32		32
7	AB	No	F	35-39	M32		32
8	AB	No	F	35-39	M32		32
9	AB	No	F	35-39	M32		32
10	AB	No	F	35-39	M32		32
11	AB	No	F	40-44	M32		32
12	AB	No	F	40-44	M32		32
13	AB	No	F	40-44	M32		32
14	AB	No	F	40-44	M32		32
15	AB	No	F	40-44	M32		32
16	AB	No	F	40-44	M32		32
17	AB	No	F	40-44	M32		32
18	AB	No	F	45-49	M32		32
19	AB	No	F	45-49	M32		32
20	AB	No	F	45-49	M32		32
21	AB	No	F	45-49	M32		32
22	AB	No	F	45-49	M32		32
23	AB	No	F	45-49	M32		32
24	AB	No	F	45-49	M32		32
25	AB	No	F	45-49	M32		32
26	AB	No	F	45-49	M32		32
27	AB	No	F	50-54	M32		32
28	AB	No	F	50-54	M32		32
29	AB	No	F	50-54	M32		32
30	AB	No	F	50-54	M32		32
31	AB	No	F	50-54	M32		32
32	AB	No	F	50-54	M32		32
33	AB	No	F	50-54	M32		32
34	AB	No	F	50-54	M32		32
35	AB	No	F	50-54	M32		32
36	AB	No	F	50-54	M32		32
37	AB	No	F	55-59	M32	1.0	32
38	AB	No	F	55-59	M32	1.0	32
39	AB	No	F	55-59	M32	0.0	32
40	AB	No	F	55-59	M32	0.0	32
41	AB	No	F	55-59	M32	0.0	32
42	AB	No	F	55-59	M32	0.0	32
43	AB	No	F	55-59	M32	0.0	32
44	AB	No	F	55-59	M32	0.0	32
45	AB	No	F	55-59	M32	0.0	32
46	AB	No	F	55-59	M32	0.0	32
47	AB	No	F	55-59	M32	0.0	32
48	AB	No	F	55-59	M32	0.0	32
49	AB	No	F	55-59	M32	0.0	32
50	AB	No	F	60-64	M32		32
51	AB	No	F	60-64	M32		32
52	AB	No	F	60-64	M32		32
53	AB	No	F	60-64	M32		32
54	AB	No	F	60-64	M32		32
55	AB	No	F	60-64	M32		32
56	AB	No	F	60-64	M32		32
57	AB	No	F	60-64	M32		32
58	AB	No	F	60-64	M32		32
59	AB	No	F	65+	M32	1.0	32
60	AB	No	F	65+	M32	0.0	32
61	AB	No	F	65+	M32	0.0	32
62	AB	No	F	65+	M32	0.0	32
63	AB	No	F	65+	M32	0.0	32
64	AB	No	M	30-34	M32		32
65	AB	No	M	30-34	M32		32
66	AB	No	M	30-34	M32		32
67	AB	No	M	35-39	M32		32
68	AB	No	M	35-39	M32		32
69	AB	No	M	35-39	M32		32
70	AB	No	M	35-39	M32		32
71	AB	No	M	40-44	M32	1.0	32
72	AB	No	M	40-44	M32	0.0	32
73	AB	No	M	40-44	M32	0.0	32
74	AB	No	M	40-44	M32	0.0	32
75	AB	No	M	40-44	M32	0.0	32
76	AB	No	M	40-44	M32	0.0	32
77	AB	No	M	40-44	M32	0.0	32
78	AB	No	M	45-49	M32	1.0	32
79	AB	No	M	45-49	M32	0.0	32
80	AB	No	M	45-49	M32	0.0	32
81	AB	No	M	45-49	M32	0.0	32
82	AB	No	M	45-49	M32	0.0	32
83	AB	No	M	45-49	M32	0.0	32
84	AB	No	M	45-49	M32	0.0	32
85	AB	No	M	45-49	M32	0.0	32
86	AB	No	M	45-49	M32	0.0	32
87	AB	No	M	50-54	M32	1.0	32
88	AB	No	M	50-54	M32	1.0	32
89	AB	No	M	50-54	M32	0.0	32
90	AB	No	M	50-54	M32	0.0	32
91	AB	No	M	50-54	M32	0.0	32
92	AB	No	M	50-54	M32	0.0	32
93	AB	No	M	50-54	M32	0.0	32
94	AB	No	M	50-54	M32	0.0	32
95	AB	No	M	50-54	M32	0.0	32
96	AB	No	M	50-54	M32	0.0	32
97	AB	No	M	55-59	M32		32
98	AB	No	M	55-59	M32		32
99	AB	No	M	55-59	M32		32
100	AB	No	M	55-59	M32		32
101	AB	No	M	60-64	M32	1.0	32
102	AB	No	M	60-64	M32	0.0	32
103	AB	No	M	60-64	M32	0.0	32
104	AB	No	M	60-64	M32	0.0	32
105	AB	No	M	60-64	M32	0.0	32
106	AB	No	M	60-64	M32	0.0	32
107	AB	No	M	60-64	M32	0.0	32
108	AB	No	M	60-64	M32	0.0	32
109	AB	No	M	60-64	M32	0.0	32
110	AB	No	M	60-64	M32	0.0	32
111	AB	No	M	60-64	M32	0.0	32
112	AB	No	M	60-64	M32	0.0	32
113	AB	No	M	65+	M32	1.0	32
114	AB	No	M	65+	M32	0.0	32
115	AB	No	M	65+	M32	0.0	32
116	AB	No	M	65+	M32	0.0	32
117	AB	No	M	65+	M32	0.0	32
118	AB	No	M	65+	M32	0.0	32
119	AB	No	M	65+	M32	0.0	32
120	AB		F	25-29	M32		32
121	AB		F	30-34	M32		32
122	AB		F	35-39	M32		32
123	AB		F	40-44	M32		32
124	AB		F	40-44	M32		32
125	AB		F	45-49	M32		32
126	AB		F	55-59	M32		32
127	AB		F	55-59	M32		32
128	AB		F	60-64	M32		32
129	AB		M	25-29	M32		32
130	AB		M	30-34	M32		32
131	AB		M	50-54	M32		32
132	AB		M	50-54	M32		32
133	AB		M	55-59	M32		32
134	AB	Yes	F	18-19	M32		32
135	AB	Yes	F	40-44	M32		32
136	AB	Yes	F	45-49	M32		32
137	AB	Yes	F	55-59	M32		32
138	AB	Yes	F	55-59	M32		32
139	AB	Yes	F	55-59	M32		32
140	AB	Yes	M	35-39	M32		32
141	AB	Yes	M	50-54	M32		32
142	AB	Yes	M	55-59	M32		32
143	AB	Yes	M	60-64	M32		32
144	Atlantic	No	F	20-24	M32		32
145	Atlantic	No	F	25-29	M32		32
146	Atlantic	No	F	30-34	M32		32
147	Atlantic	No	F	35-39	M32		32
148	Atlantic	No	F	35-39	M32		32
149	Atlantic	No	F	35-39	M32		32
150	Atlantic	No	F	40-44	M32		32
151	Atlantic	No	F	40-44	M32		32
152	Atlantic	No	F	40-44	M32		32
153	Atlantic	No	F	40-44	M32		32
154	Atlantic	No	F	40-44	M32		32
155	Atlantic	No	F	40-44	M32		32
156	Atlantic	No	F	45-49	M32		32
157	Atlantic	No	F	45-49	M32		32
158	Atlantic	No	F	45-49	M32		32
159	Atlantic	No	F	45-49	M32		32
160	Atlantic	No	F	45-49	M32		32
161	Atlantic	No	F	45-49	M32		32
162	Atlantic	No	F	50-54	M32		32
163	Atlantic	No	F	50-54	M32		32
164	Atlantic	No	F	50-54	M32		32
165	Atlantic	No	F	50-54	M32		32
166	Atlantic	No	F	55-59	M32		32
167	Atlantic	No	F	55-59	M32		32
168	Atlantic	No	F	55-59	M32		32
169	Atlantic	No	F	55-59	M32		32
170	Atlantic	No	F	55-59	M32		32
171	Atlantic	No	F	55-59	M32		32
172	Atlantic	No	F	55-59	M32		32
173	Atlantic	No	F	55-59	M32		32
174	Atlantic	No	F	60-64	M32	1.0	32
175	Atlantic	No	F	60-64	M32	0.0	32
176	Atlantic	No	F	60-64	M32	0.0	32
177	Atlantic	No	F	60-64	M32	0.0	32
178	Atlantic	No	F	60-64	M32	0.0	32
179	Atlantic	No	F	60-64	M32	0.0	32
180	Atlantic	No	F	60-64	M32	0.0	32
181	Atlantic	No	F	60-64	M32	0.0	32
182	Atlantic	No	F	60-64	M32	0.0	32
183	Atlantic	No	F	60-64	M32	0.0	32
184	Atlantic	No	F	65+	M32		32
185	Atlantic	No	F	65+	M32		32
186	Atlantic	No	F	65+	M32		32
187	Atlantic	No	F	65+	M32		32
188	Atlantic	No	F	65+	M32		32
189	Atlantic	No	F	65+	M32		32
190	Atlantic	No	F	65+	M32		32
191	Atlantic	No	F	65+	M32		32
192	Atlantic	No	F	65+	M32		32
193	Atlantic	No	F	65+	M32		32
194	Atlantic	No	M	35-39	M32		32
195	Atlantic	No	M	40-44	M32		32
196	Atlantic	No	M	40-44	M32		32
197	Atlantic	No	M	40-44	M32		32
198	Atlantic	No	M	45-49	M32		32
199	Atlantic	No	M	45-49	M32		32
200	Atlantic	No	M	45-49	M32		32
201	Atlantic	No	M	45-49	M32		32
202	Atlantic	No	M	50-54	M32		32
203	Atlantic	No	M	50-54	M32		32
204	Atlantic	No	M	55-59	M32		32
205	Atlantic	No	M	55-59	M32		32
206	Atlantic	No	M	55-59	M32		32
207	Atlantic	No	M	55-59	M32		32
208	Atlantic	No	M	55-59	M32		32
209	Atlantic	No	M	55-59	M32		32
210	Atlantic	No	M	55-59	M32		32
211	Atlantic	No	M	60-64	M32		32
212	Atlantic	No	M	60-64	M32		32
213	Atlantic	No	M	60-64	M32		32
214	Atlantic	No	M	65+	M32		32
215	Atlantic	No	M	65+	M32		32
216	Atlantic	No	M	65+	M32		32
217	Atlantic		F	20-24	M32		32
218	Atlantic		F	30-34	M32		32
219	Atlantic		F	40-44	M32		32
220	Atlantic		F	50-54	M32		32
221	Atlantic		F	60-64	M32		32
222	Atlantic		M	35-39	M32		32
223	Atlantic		M	40-44	M32		32
224	Atlantic		M	45-49	M32		32
225	Atlantic		M	55-59	M32		32
226	Atlantic		M	55-59	M32		32
227	Atlantic		M	60-64	M32		32
228	Atlantic		M	65+	M32		32
229	Atlantic		M	65+	M32		32
230	Atlantic	Yes	F	40-44	M32		32
231	Atlantic	Yes	F	45-49	M32		32
232	Atlantic	Yes	F	50-54	M32		32
233	Atlantic	Yes	F	60-64	M32		32
234	Atlantic	Yes	F	60-64	M32		32
235	Atlantic	Yes	M	50-54	M32		32
236	Atlantic	Yes	M	55-59	M32		32
237	Atlantic	Yes	M	55-59	M32		32
238	BC	No	F	20-24	M32		32
239	BC	No	F	35-39	M32		32
240	BC	No	F	35-39	M32		32
241	BC	No	F	35-39	M32		32
242	BC	No	F	35-39	M32		32
243	BC	No	F	35-39	M32		32
244	BC	No	F	35-39	M32		32
245	BC	No	F	35-39	M32		32
246	BC	No	F	40-44	M32		32
247	BC	No	F	40-44	M32		32
248	BC	No	F	45-49	M32		32
249	BC	No	F	45-49	M32		32
250	BC	No	F	45-49	M32		32
251	BC	No	F	45-49	M32		32
